indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2022,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,2021,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2021,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,2021,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,2021,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,2021,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,2021,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,2021,,200
